transaction_date,store_location,unit_price,product_category,product_type,Size,Day Name,transaction_qty
01-01-2023,Lower Manhattan,3.0,Tea,Brewed Chai tea,Large,Sunday,4
01-01-2023,Lower Manhattan,3.0,Tea,Brewed Green tea,Large,Sunday,7
01-01-2023,Lower Manhattan,3.0,Tea,Brewed herbal tea,Large,Sunday,18
01-01-2023,Lower Manhattan,3.1,Coffee,Premium brewed coffee,Regular,Sunday,1
01-01-2023,Lower Manhattan,3.1,Tea,Brewed Chai tea,Large,Sunday,11
01-01-2023,Lower Manhattan,3.25,Bakery,Biscotti,Not Defined,Sunday,4
01-01-2023,Lower Manhattan,3.25,Bakery,Scone,Not Defined,Sunday,6
01-01-2023,Lower Manhattan,3.5,Bakery,Biscotti,Not Defined,Sunday,5
01-01-2023,Lower Manhattan,3.5,Bakery,Pastry,Not Defined,Sunday,6
01-01-2023,Lower Manhattan,3.5,Coffee,Gourmet brewed coffee,Large,Sunday,4
01-01-2023,Lower Manhattan,3.5,Coffee,Organic brewed coffee,Large,Sunday,4
01-01-2023,Lower Manhattan,3.5,Drinking Chocolate,Hot chocolate,Regular,Sunday,4
01-01-2023,Lower Manhattan,3.75,Bakery,Pastry,Not Defined,Sunday,5
01-01-2023,Lower Manhattan,3.75,Bakery,Scone,Not Defined,Sunday,2
01-01-2023,Lower Manhattan,3.75,Coffee,Barista Espresso,Not Defined,Sunday,14
01-01-2023,Lower Manhattan,3.75,Coffee,Premium brewed coffee,Large,Sunday,5
01-01-2023,Lower Manhattan,3.75,Drinking Chocolate,Hot chocolate,Regular,Sunday,8
01-01-2023,Lower Manhattan,4.0,Tea,Brewed Chai tea,Large,Sunday,1
01-01-2023,Lower Manhattan,4.25,Coffee,Barista Espresso,Large,Sunday,5
01-01-2023,Lower Manhattan,4.25,Coffee,Barista Espresso,Regular,Sunday,8
01-01-2023,Lower Manhattan,4.5,Bakery,Scone,Not Defined,Sunday,2
01-01-2023,Lower Manhattan,4.5,Drinking Chocolate,Hot chocolate,Large,Sunday,3
01-01-2023,Lower Manhattan,4.75,Drinking Chocolate,Hot chocolate,Large,Sunday,5
01-02-2023,Astoria,2.0,Coffee,Drip coffee,Small,Wednesday,2
01-02-2023,Astoria,2.0,Coffee,Gourmet brewed coffee,Small,Wednesday,6
01-02-2023,Astoria,2.2,Coffee,Gourmet brewed coffee,Small,Wednesday,6
01-02-2023,Astoria,2.2,Coffee,Organic brewed coffee,Small,Wednesday,1
01-02-2023,Astoria,2.45,Coffee,Premium brewed coffee,Small,Wednesday,8
01-02-2023,Astoria,2.5,Coffee,Drip coffee,Regular,Wednesday,8
01-02-2023,Astoria,2.5,Coffee,Gourmet brewed coffee,Regular,Wednesday,9
01-02-2023,Astoria,2.5,Tea,Brewed Black tea,Regular,Wednesday,12
01-02-2023,Astoria,2.5,Tea,Brewed Chai tea,Regular,Wednesday,24
01-02-2023,Astoria,2.5,Tea,Brewed Green tea,Regular,Wednesday,6
01-02-2023,Astoria,2.5,Tea,Brewed herbal tea,Regular,Wednesday,17
01-02-2023,Astoria,2.55,Tea,Brewed Chai tea,Regular,Wednesday,4
01-02-2023,Astoria,3.0,Bakery,Scone,Not Defined,Wednesday,3
01-02-2023,Astoria,3.0,Coffee,Barista Espresso,Not Defined,Wednesday,8
01-02-2023,Astoria,3.0,Coffee,Drip coffee,Large,Wednesday,6
01-02-2023,Astoria,3.0,Coffee,Gourmet brewed coffee,Regular,Wednesday,2
01-02-2023,Astoria,3.0,Coffee,Organic brewed coffee,Regular,Wednesday,9
01-02-2023,Astoria,3.0,Tea,Brewed Black tea,Large,Wednesday,14
01-02-2023,Astoria,3.0,Tea,Brewed Chai tea,Large,Wednesday,6
01-02-2023,Astoria,3.0,Tea,Brewed Green tea,Large,Wednesday,6
01-02-2023,Astoria,3.0,Tea,Brewed herbal tea,Large,Wednesday,12
01-02-2023,Astoria,3.1,Coffee,Premium brewed coffee,Regular,Wednesday,7
01-02-2023,Astoria,3.1,Tea,Brewed Chai tea,Large,Wednesday,3
01-02-2023,Astoria,3.25,Bakery,Biscotti,Not Defined,Wednesday,7
01-02-2023,Astoria,3.25,Bakery,Scone,Not Defined,Wednesday,7
01-02-2023,Astoria,3.5,Bakery,Biscotti,Not Defined,Wednesday,2
01-02-2023,Astoria,3.5,Bakery,Pastry,Not Defined,Wednesday,2
01-02-2023,Astoria,3.5,Coffee,Gourmet brewed coffee,Large,Wednesday,7
01-02-2023,Astoria,3.5,Coffee,Organic brewed coffee,Large,Wednesday,5
01-02-2023,Astoria,3.5,Drinking Chocolate,Hot chocolate,Regular,Wednesday,6
01-02-2023,Astoria,3.75,Bakery,Pastry,Not Defined,Wednesday,5
01-02-2023,Astoria,3.75,Bakery,Scone,Not Defined,Wednesday,3
01-02-2023,Astoria,3.75,Coffee,Barista Espresso,Not Defined,Wednesday,11
01-02-2023,Astoria,3.75,Coffee,Premium brewed coffee,Large,Wednesday,5
01-02-2023,Astoria,3.75,Drinking Chocolate,Hot chocolate,Regular,Wednesday,9
01-02-2023,Astoria,4.0,Tea,Brewed Chai tea,Large,Wednesday,2
01-02-2023,Astoria,4.25,Coffee,Barista Espresso,Large,Wednesday,5
01-02-2023,Astoria,4.25,Coffee,Barista Espresso,Regular,Wednesday,3
01-02-2023,Astoria,4.5,Bakery,Scone,Not Defined,Wednesday,1
01-02-2023,Astoria,4.5,Drinking Chocolate,Hot chocolate,Large,Wednesday,4
01-02-2023,Astoria,4.75,Drinking Chocolate,Hot chocolate,Large,Wednesday,9
01-02-2023,Hell's Kitchen,2.0,Coffee,Drip coffee,Small,Wednesday,5
01-02-2023,Hell's Kitchen,2.0,Coffee,Gourmet brewed coffee,Small,Wednesday,2
01-02-2023,Hell's Kitchen,2.2,Coffee,Gourmet brewed coffee,Small,Wednesday,2
01-02-2023,Hell's Kitchen,2.2,Coffee,Organic brewed coffee,Small,Wednesday,5
01-02-2023,Hell's Kitchen,2.45,Coffee,Premium brewed coffee,Small,Wednesday,4
01-02-2023,Hell's Kitchen,2.5,Coffee,Drip coffee,Regular,Wednesday,6
01-02-2023,Hell's Kitchen,2.5,Coffee,Gourmet brewed coffee,Regular,Wednesday,7
01-02-2023,Hell's Kitchen,2.5,Tea,Brewed Black tea,Regular,Wednesday,14
01-02-2023,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Regular,Wednesday,14
01-02-2023,Hell's Kitchen,2.5,Tea,Brewed Green tea,Regular,Wednesday,9
01-02-2023,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Regular,Wednesday,10
01-02-2023,Hell's Kitchen,2.55,Tea,Brewed Chai tea,Regular,Wednesday,2
01-02-2023,Hell's Kitchen,3.0,Bakery,Scone,Not Defined,Wednesday,1
01-02-2023,Hell's Kitchen,3.0,Coffee,Barista Espresso,Not Defined,Wednesday,13
01-02-2023,Hell's Kitchen,3.0,Coffee,Drip coffee,Large,Wednesday,9
01-02-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Large,Wednesday,6
01-02-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Regular,Wednesday,7
01-02-2023,Hell's Kitchen,3.0,Coffee,Organic brewed coffee,Regular,Wednesday,4
01-02-2023,Hell's Kitchen,3.0,Tea,Brewed Black tea,Large,Wednesday,12
01-02-2023,Hell's Kitchen,3.0,Tea,Brewed Chai tea,Large,Wednesday,1
01-02-2023,Hell's Kitchen,3.0,Tea,Brewed Green tea,Large,Wednesday,14
01-02-2023,Hell's Kitchen,3.0,Tea,Brewed herbal tea,Large,Wednesday,12
01-02-2023,Hell's Kitchen,3.1,Coffee,Premium brewed coffee,Regular,Wednesday,6
01-02-2023,Hell's Kitchen,3.1,Tea,Brewed Chai tea,Large,Wednesday,5
01-02-2023,Hell's Kitchen,3.25,Bakery,Scone,Not Defined,Wednesday,4
01-02-2023,Hell's Kitchen,3.5,Bakery,Biscotti,Not Defined,Wednesday,6
01-02-2023,Hell's Kitchen,3.5,Bakery,Pastry,Not Defined,Wednesday,4
01-02-2023,Hell's Kitchen,3.5,Coffee,Gourmet brewed coffee,Large,Wednesday,6
01-02-2023,Hell's Kitchen,3.5,Coffee,Organic brewed coffee,Large,Wednesday,7
01-02-2023,Hell's Kitchen,3.5,Drinking Chocolate,Hot chocolate,Regular,Wednesday,8
01-02-2023,Hell's Kitchen,3.75,Bakery,Pastry,Not Defined,Wednesday,4
01-02-2023,Hell's Kitchen,3.75,Coffee,Barista Espresso,Not Defined,Wednesday,12
01-02-2023,Hell's Kitchen,3.75,Coffee,Premium brewed coffee,Large,Wednesday,6
01-02-2023,Hell's Kitchen,3.75,Drinking Chocolate,Hot chocolate,Regular,Wednesday,7
01-02-2023,Hell's Kitchen,4.0,Tea,Brewed Chai tea,Large,Wednesday,6
01-02-2023,Hell's Kitchen,4.25,Coffee,Barista Espresso,Large,Wednesday,7
01-02-2023,Hell's Kitchen,4.25,Coffee,Barista Espresso,Regular,Wednesday,5
01-02-2023,Hell's Kitchen,4.5,Bakery,Scone,Not Defined,Wednesday,1
01-02-2023,Hell's Kitchen,4.5,Drinking Chocolate,Hot chocolate,Large,Wednesday,7
01-02-2023,Hell's Kitchen,4.75,Drinking Chocolate,Hot chocolate,Large,Wednesday,9
01-02-2023,Lower Manhattan,2.0,Coffee,Drip coffee,Small,Wednesday,4
01-02-2023,Lower Manhattan,2.0,Coffee,Gourmet brewed coffee,Small,Wednesday,2
01-02-2023,Lower Manhattan,2.2,Coffee,Gourmet brewed coffee,Small,Wednesday,4
01-02-2023,Lower Manhattan,2.2,Coffee,Organic brewed coffee,Small,Wednesday,13
01-02-2023,Lower Manhattan,2.45,Coffee,Premium brewed coffee,Small,Wednesday,15
01-02-2023,Lower Manhattan,2.5,Coffee,Drip coffee,Regular,Wednesday,7
01-02-2023,Lower Manhattan,2.5,Coffee,Gourmet brewed coffee,Regular,Wednesday,3
01-02-2023,Lower Manhattan,2.5,Tea,Brewed Black tea,Regular,Wednesday,7
01-02-2023,Lower Manhattan,2.5,Tea,Brewed Chai tea,Regular,Wednesday,17
01-02-2023,Lower Manhattan,2.5,Tea,Brewed Green tea,Regular,Wednesday,3
01-02-2023,Lower Manhattan,2.5,Tea,Brewed herbal tea,Regular,Wednesday,10
01-02-2023,Lower Manhattan,2.55,Tea,Brewed Chai tea,Regular,Wednesday,9
01-02-2023,Lower Manhattan,3.0,Bakery,Scone,Not Defined,Wednesday,5
01-02-2023,Lower Manhattan,3.0,Coffee,Barista Espresso,Not Defined,Wednesday,12
01-02-2023,Lower Manhattan,3.0,Coffee,Drip coffee,Large,Wednesday,5
01-02-2023,Lower Manhattan,3.0,Coffee,Gourmet brewed coffee,Large,Wednesday,3
01-02-2023,Lower Manhattan,3.0,Coffee,Gourmet brewed coffee,Regular,Wednesday,8
01-02-2023,Lower Manhattan,3.0,Coffee,Organic brewed coffee,Regular,Wednesday,4
01-02-2023,Lower Manhattan,3.0,Tea,Brewed Black tea,Large,Wednesday,7
01-02-2023,Lower Manhattan,3.0,Tea,Brewed Chai tea,Large,Wednesday,6
01-02-2023,Lower Manhattan,3.0,Tea,Brewed Green tea,Large,Wednesday,6
01-02-2023,Lower Manhattan,3.0,Tea,Brewed herbal tea,Large,Wednesday,10
01-02-2023,Lower Manhattan,3.1,Coffee,Premium brewed coffee,Regular,Wednesday,2
01-02-2023,Lower Manhattan,3.1,Tea,Brewed Chai tea,Large,Wednesday,4
01-02-2023,Lower Manhattan,3.25,Bakery,Biscotti,Not Defined,Wednesday,5
01-02-2023,Lower Manhattan,3.25,Bakery,Scone,Not Defined,Wednesday,5
01-02-2023,Lower Manhattan,3.5,Bakery,Biscotti,Not Defined,Wednesday,2
01-02-2023,Lower Manhattan,3.5,Bakery,Pastry,Not Defined,Wednesday,4
01-02-2023,Lower Manhattan,3.5,Coffee,Gourmet brewed coffee,Large,Wednesday,4
01-02-2023,Lower Manhattan,3.5,Coffee,Organic brewed coffee,Large,Wednesday,9
01-02-2023,Lower Manhattan,3.5,Drinking Chocolate,Hot chocolate,Regular,Wednesday,4
01-02-2023,Lower Manhattan,3.75,Bakery,Pastry,Not Defined,Wednesday,8
01-02-2023,Lower Manhattan,3.75,Bakery,Scone,Not Defined,Wednesday,1
01-02-2023,Lower Manhattan,3.75,Coffee,Barista Espresso,Not Defined,Wednesday,12
01-02-2023,Lower Manhattan,3.75,Coffee,Premium brewed coffee,Large,Wednesday,4
01-02-2023,Lower Manhattan,3.75,Drinking Chocolate,Hot chocolate,Regular,Wednesday,5
01-02-2023,Lower Manhattan,4.0,Tea,Brewed Chai tea,Large,Wednesday,3
01-02-2023,Lower Manhattan,4.25,Coffee,Barista Espresso,Large,Wednesday,1
01-02-2023,Lower Manhattan,4.25,Coffee,Barista Espresso,Regular,Wednesday,10
01-02-2023,Lower Manhattan,4.5,Bakery,Scone,Not Defined,Wednesday,1
01-02-2023,Lower Manhattan,4.5,Drinking Chocolate,Hot chocolate,Large,Wednesday,4
01-02-2023,Lower Manhattan,4.75,Drinking Chocolate,Hot chocolate,Large,Wednesday,7
01-03-2023,Astoria,2.0,Coffee,Drip coffee,Small,Wednesday,10
01-03-2023,Astoria,2.0,Coffee,Gourmet brewed coffee,Small,Wednesday,5
01-03-2023,Astoria,2.2,Coffee,Gourmet brewed coffee,Small,Wednesday,6
01-03-2023,Astoria,2.2,Coffee,Organic brewed coffee,Small,Wednesday,3
01-03-2023,Astoria,2.45,Coffee,Premium brewed coffee,Small,Wednesday,7
01-03-2023,Astoria,2.5,Coffee,Drip coffee,Regular,Wednesday,5
01-03-2023,Astoria,2.5,Coffee,Gourmet brewed coffee,Regular,Wednesday,2
01-03-2023,Astoria,2.5,Tea,Brewed Black tea,Regular,Wednesday,15
01-03-2023,Astoria,2.5,Tea,Brewed Chai tea,Regular,Wednesday,27
01-03-2023,Astoria,2.5,Tea,Brewed Green tea,Regular,Wednesday,7
01-03-2023,Astoria,2.5,Tea,Brewed herbal tea,Regular,Wednesday,19
01-03-2023,Astoria,2.55,Tea,Brewed Chai tea,Regular,Wednesday,5
01-03-2023,Astoria,3.0,Bakery,Scone,Not Defined,Wednesday,2
01-03-2023,Astoria,3.0,Coffee,Barista Espresso,Not Defined,Wednesday,14
01-03-2023,Astoria,3.0,Coffee,Drip coffee,Large,Wednesday,5
01-03-2023,Astoria,3.0,Coffee,Gourmet brewed coffee,Regular,Wednesday,6
01-03-2023,Astoria,3.0,Coffee,Organic brewed coffee,Regular,Wednesday,8
01-03-2023,Astoria,3.0,Tea,Brewed Black tea,Large,Wednesday,15
01-03-2023,Astoria,3.0,Tea,Brewed Chai tea,Large,Wednesday,10
01-03-2023,Astoria,3.0,Tea,Brewed Green tea,Large,Wednesday,10
01-03-2023,Astoria,3.0,Tea,Brewed herbal tea,Large,Wednesday,16
01-03-2023,Astoria,3.1,Coffee,Premium brewed coffee,Regular,Wednesday,7
01-03-2023,Astoria,3.1,Tea,Brewed Chai tea,Large,Wednesday,2
01-03-2023,Astoria,3.25,Bakery,Biscotti,Not Defined,Wednesday,7
01-03-2023,Astoria,3.25,Bakery,Scone,Not Defined,Wednesday,2
01-03-2023,Astoria,3.5,Bakery,Biscotti,Not Defined,Wednesday,4
01-03-2023,Astoria,3.5,Bakery,Pastry,Not Defined,Wednesday,4
01-03-2023,Astoria,3.5,Coffee,Gourmet brewed coffee,Large,Wednesday,6
01-03-2023,Astoria,3.5,Coffee,Organic brewed coffee,Large,Wednesday,7
01-03-2023,Astoria,3.5,Drinking Chocolate,Hot chocolate,Regular,Wednesday,8
01-03-2023,Astoria,3.75,Bakery,Pastry,Not Defined,Wednesday,3
01-03-2023,Astoria,3.75,Bakery,Scone,Not Defined,Wednesday,7
01-03-2023,Astoria,3.75,Coffee,Barista Espresso,Not Defined,Wednesday,10
01-03-2023,Astoria,3.75,Coffee,Premium brewed coffee,Large,Wednesday,9
01-03-2023,Astoria,3.75,Drinking Chocolate,Hot chocolate,Regular,Wednesday,11
01-03-2023,Astoria,4.0,Tea,Brewed Chai tea,Large,Wednesday,19
01-03-2023,Astoria,4.25,Coffee,Barista Espresso,Large,Wednesday,3
01-03-2023,Astoria,4.25,Coffee,Barista Espresso,Regular,Wednesday,9
01-03-2023,Astoria,4.5,Bakery,Scone,Not Defined,Wednesday,3
01-03-2023,Astoria,4.5,Drinking Chocolate,Hot chocolate,Large,Wednesday,3
01-03-2023,Astoria,4.75,Drinking Chocolate,Hot chocolate,Large,Wednesday,7
01-03-2023,Hell's Kitchen,2.0,Coffee,Drip coffee,Small,Wednesday,7
01-03-2023,Hell's Kitchen,2.0,Coffee,Gourmet brewed coffee,Small,Wednesday,7
01-03-2023,Hell's Kitchen,2.2,Coffee,Gourmet brewed coffee,Small,Wednesday,3
01-03-2023,Hell's Kitchen,2.2,Coffee,Organic brewed coffee,Small,Wednesday,1
01-03-2023,Hell's Kitchen,2.45,Coffee,Premium brewed coffee,Small,Wednesday,11
01-03-2023,Hell's Kitchen,2.5,Coffee,Drip coffee,Regular,Wednesday,5
01-03-2023,Hell's Kitchen,2.5,Coffee,Gourmet brewed coffee,Regular,Wednesday,4
01-03-2023,Hell's Kitchen,2.5,Tea,Brewed Black tea,Regular,Wednesday,13
01-03-2023,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Regular,Wednesday,16
01-03-2023,Hell's Kitchen,2.5,Tea,Brewed Green tea,Regular,Wednesday,5
01-03-2023,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Regular,Wednesday,19
01-03-2023,Hell's Kitchen,2.55,Tea,Brewed Chai tea,Regular,Wednesday,9
01-03-2023,Hell's Kitchen,3.0,Bakery,Scone,Not Defined,Wednesday,1
01-03-2023,Hell's Kitchen,3.0,Coffee,Barista Espresso,Not Defined,Wednesday,6
01-03-2023,Hell's Kitchen,3.0,Coffee,Drip coffee,Large,Wednesday,6
01-03-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Large,Wednesday,7
01-03-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Regular,Wednesday,5
01-03-2023,Hell's Kitchen,3.0,Coffee,Organic brewed coffee,Regular,Wednesday,12
01-03-2023,Hell's Kitchen,3.0,Tea,Brewed Black tea,Large,Wednesday,24
01-03-2023,Hell's Kitchen,3.0,Tea,Brewed Chai tea,Large,Wednesday,5
01-03-2023,Hell's Kitchen,3.0,Tea,Brewed Green tea,Large,Wednesday,13
01-03-2023,Hell's Kitchen,3.0,Tea,Brewed herbal tea,Large,Wednesday,14
01-03-2023,Hell's Kitchen,3.1,Coffee,Premium brewed coffee,Regular,Wednesday,8
01-03-2023,Hell's Kitchen,3.1,Tea,Brewed Chai tea,Large,Wednesday,7
01-03-2023,Hell's Kitchen,3.25,Bakery,Biscotti,Not Defined,Wednesday,2
01-03-2023,Hell's Kitchen,3.25,Bakery,Scone,Not Defined,Wednesday,2
01-03-2023,Hell's Kitchen,3.5,Bakery,Biscotti,Not Defined,Wednesday,3
